web-scraper-order,web-scraper-start-url,Categoria_Electrodomesticos,Categoria_Electrodomesticos-href,Refrigeradores,Refrigeradores-href,Nombre_Producto,Nombre_Producto-href,Precio,Marca,Foto_Nevera-src
"1604780581-353","https://www.mercadolibre.com.co/","Electrodomésticos","https://www.mercadolibre.com.co/c/electrodomesticos#c_id=/home/categories/element&c_category_id=MCO5726&c_uid=438b8e7c-25f0-4310-8091-df0485c30b43","Refrigera-ciónVer productos","https://listado.mercadolibre.com.co/electrodomesticos/refrigeracion/nuevo/_PriceRange_100000-0#deal_print_id=9ca91790-2136-11eb-8e75-0fe8c345e704","Filtro De Agua Para Nevera Samsung Da29-00020b","https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=MZwtruDP6LLw%2BhvfSfympnkkviDVNcgaUgTsMJApJH47AUKgKA8Vfw8lswH0fODvLsW4OqtLttKCX4pkw%2BqWowHanV%2FOhx3fV4Sxvb40O0Z6ooLZUrqb8aSvfBJtHRUKTqnhnBwFQ7vNFne8Gi%2BWwJFs1TQPVN7Rhnd50h41%2BuYp97%2FENKhEfM6wFagjbacjXm171zwsMOeBPrCfNjm528mUzj77cqH4IQ7SCJgX8bP%2FzP2b%2FEU53dgL3Pvy9I1Qh5UE1AcKw%2BkLmOS92UK0VvgcLS5OZkfZ4BOz1Ycx2W1mLeRQnLSL8ZqRTPRueHS4Zo7Q1I5YR5tpcBT%2B1Lx3BGjwGzlwhC91iAsyaIHyj2BmVD082%2BYh%2FJUZwmfdBA1GzlTyZo5ZjlmKHEHzMBITiT6kMAXAV5fCfr84Kqw%2FMAtD7sJY3NYZmUb71AbsvfyhI8eKwIw9PVUbaSyHMJ%2F0NP%2Bf5Hx2uM0lvnWYIjIrxtvsY6gCM2yGnit1JWIoGpd%2BIqO9KISbrfZaiAEB9lWS66IDUcXlMjjUmCfhmtynGLZYxodb76zKi09ZIamIFQB1gw8LxIs6QLRB2sIp9DVchQmhxabm7WxIUPqjOGsNaQAU3%2BXJXZeK7O5MPMDDN4jxTEB7K2YzSaTUPopvYDqF2ihQ4B8KpSN7Zbs8H5fcGEypqVt7GkNye%2ByNm2KIDh6dx6%2BrjGIbb4vu4PaPsgSSmI2vQEynYNLzHhZgnxyuoJ59s2IfiNLEQHf7pnSVqzLzJwpwXgIhzq%2BCtg4zwPk5gtIXHK2F%2BzYlihQTztsBkFAn5ohM%2Ft%2F8ekJmO9FgR3BrXqyqxMpJt0FHNhZZ%2F5HEt%2Bb3VNKW5XJikqMQogw0gaKtklyt8aoNMqOQG0VWTbrO3jv%2FKifPPY1E25C1uUNY35a7MtYoi6NdkUcTnVKvrxXqbn6Bg2lk1%2Fbv8L%2FLE%2Bg1cvxVw42PZIUXC3FCKtdHa1Bzn4luIglrog1pjvMbGhZvRL2E0vf7K%2FnfS6DJ1iXo3%2FyPYenH37h1yTLD7fJZTFlfdynDBYG5Hb5vDhczwaKA8E2JGcFwICBAK1FdC2QFclA0hF2QcTaxhKMbBKl1%2FLbnV0ENl50ffu2iMgV3m1kgZvHNgMcfe%2BQOLIv3wfxXHtAeelTr8dLQg8eYEYgBGwKHppmMfjNdOORuzjOZ28WbcD%2FA2KsM0gwXxaaK%2BOcW93elxd332bZfxX4YN2LRLUPAxtuOO0rLUaMfyypYG%2BYnfuGOgBIpgxjM4%2FHgDhp39UMjOBDtS3P6ZCW6Cr0GvjiMrd9NFt7X%2BxUwdk3kv3OvM1weiLsmMhqKMMMV%2FHTUOYO8ZU0W4moJ9htIMuW65e1nMBO8VUPfQZR6yzc7C4FfxiVvo3KMdzKN74oN4M8Sed2cGJMnxZFGmkxzG2%2BXfyEIiHvR1I4kaIXdR7VjoxZMS%2BQxfBGIy7oIh3FdU%2FK1VUjKuJ3jCph0kIQOaoWOIbw0c2L9hFEJM%2BEwyIxhtQyf5EsLo2vtufzd6IpMEpC0O2tWXbXF4AcwXri4yP9LUk1PPNGxvapvRso8Lk1O2ylef5Hm9%2BwJUlBMcAo1berdJrd0WdKplT9bfLhamvIa3t%2BRN%2F%2FbL%2F0AKg6LOZ82ni5kWGJpk104QjFGPr4RD9386tk%2BL0mAOyRgp6iAAzm%2BMCeYJ5TlWUoB4XGiF8IBKlAYcLeQ6oQgK7kcVIHcp4ggZ3QXNhD7CbyBqP6bpV8pU0aoaJeLvLTQQUhOsJo%2FSC7Hjb1MU3EgQAN066f0s%2B1LoPUcuqS%2Bp7TvyHEe79bKlaU%3D","","Samsung",""
"1604780565-340","https://www.mercadolibre.com.co/","Electrodomésticos","https://www.mercadolibre.com.co/c/electrodomesticos#c_id=/home/categories/element&c_category_id=MCO5726&c_uid=438b8e7c-25f0-4310-8091-df0485c30b43","Refrigera-ciónVer productos","https://listado.mercadolibre.com.co/electrodomesticos/refrigeracion/nuevo/_PriceRange_100000-0#deal_print_id=9ca91790-2136-11eb-8e75-0fe8c345e704","Nevera Challenger Frost Negra 262 - Ref Cr 262 / 250l","https://articulo.mercadolibre.com.co/MCO-499634365-nevera-challenger-frost-negra-262-ref-cr-262-250l-_JM#searchVariation=38989894754&position=14&type=item&tracking_id=c2043124-df17-4bdd-b460-e7b104e9c6ad","","Challenger",""
"1604780527-301","https://www.mercadolibre.com.co/","Electrodomésticos","https://www.mercadolibre.com.co/c/electrodomesticos#c_id=/home/categories/element&c_category_id=MCO5726&c_uid=438b8e7c-25f0-4310-8091-df0485c30b43","Refrigera-ciónVer productos","https://listado.mercadolibre.com.co/electrodomesticos/refrigeracion/nuevo/_PriceRange_100000-0#deal_print_id=9ca91790-2136-11eb-8e75-0fe8c345e704","Nevera Siberia 259 Litros Haceb-manija Integrada - Inox Mate","https://articulo.mercadolibre.com.co/MCO-543758497-nevera-siberia-259-litros-haceb-manija-integrada-inox-mate-_JM#searchVariation=47126894625&position=25&type=item&tracking_id=c2043124-df17-4bdd-b460-e7b104e9c6ad","1.356.900","",""
"1604780503-282","https://www.mercadolibre.com.co/","Electrodomésticos","https://www.mercadolibre.com.co/c/electrodomesticos#c_id=/home/categories/element&c_category_id=MCO5726&c_uid=438b8e7c-25f0-4310-8091-df0485c30b43","Refrigera-ciónVer productos","https://listado.mercadolibre.com.co/electrodomesticos/refrigeracion/nuevo/_PriceRange_100000-0#deal_print_id=9ca91790-2136-11eb-8e75-0fe8c345e704","Nevera A Gas Natural O Propano, 275 Litros","https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=9XoGgcKrkRD2NCTiVJ8fYSlgRNwH%2FKVreIs1zxSfkNGg9%2B7h8bmxXwXX09t%2F5U3ej0jGeDHji2AvxOBw7elMjxGnf7%2B5JJEXu%2FqO80ZSAtePHC0AWVQ%2FrLSUMdcofS3iNSa7A5H3TJ0044sRJA6eeQ4ujJdE6408L7gjU1o5IPf2%2Fdm3TMo%2FoRKq37PsuI8fmDg5blyKnyCJjOJnqHqIgOGpJ54lyAWzMKvSCO023Q5%2BgvBHYta0DMtlIN4J2WmmeTCrIxLJ3wTqNv8hQkpXW9y8ofJRoBQCzkCVwfnQpVB%2BryYzREtafWRO5xSCG6VcTL%2Fb8cbpCT86WHYJNCE0ULD4iDfrSru0XAccafDbWNb9wa0VdgxhvewWHpIp0Vbp1hAurrRDlmTakpFGbh3xRKtDSRYllrRzrOxiGVfxe9rWdJoPEmtIqVkwhjLOwJ8yGrd5eo89WSBx7mDcdUfXi09JMSIWmSt5t1Ht82qfprXRNmjpKb%2Fw4FSfxKPgpvOpHOs1n%2BU%2Bkfajf6qBhfPY2cSI0JGZ9W7bi2CnJ2%2FMk558xwThv04e2UvWBOMVlP9Y%2Ftyt1LD3t4fT2dzHozYaFiMdqfOltGLaMPCci%2Bnx43Hp98K7qfvXgwVEdUSgrPV%2BthU1S5n5SCtjrsJUfPpZg68zvJfpOGGSipqvGjO%2FwlNVuNETAeLjN58EDBLnP%2BPw9Zuo0xsV8JdIyUdoFWNIqsnDeWvGfJi24goS4aJzv40TlRBVy8F19dOMv9xIE4Ei5uz4CBoryXWanUDE0l6DI7TMo7unHFujDU7Em0RrWA91ARBi3MI7zKJg%2FLK9fPQu5yXL71o8Uuf2tBpdhef7tE5mRfbPZhk%2F988GrD%2FdLPz8zVM%2B07bQoK8MnJz51JO2UiYFqQKpWhSWejSd2%2FrFIgkpocM9mXAaqgWm0f32O6XHAmVaQe%2F%2FdRqrEhS7hlJmM7fT4h88SEIS6e1Ak3AvsDnrjDFdiQ3up2mWZ3lwLLQwu0bVbPS31CYXqBUAGqThEg2pkjQbmjNV4SrazYdYFhFyNfNzDXqUjYcaytkre0UAEbiBCteRniVGwMuD0cr6x5u%2Fb07f8IqVSI5%2BRo0%2BhgLqdwpZmF4li2bR3CGAY3i1Dh7wUVuDP1%2FJ21hX7LkJ%2Fuf%2FbR0vGuAtnhJM57Cv0jtdBvT15ZAxRjogZw3TFJo427%2BdqDVhQpwZBV0oKb6yQU4HvM8xeBEWsyjJJ%2Fjmaikq%2FNzOOMwyT6fmywMVlXjgK5N4raOR%2BYyX6N10mPa5FBwBMF%2FTQU%2B8djvs3ulu%2Bu7E2Rkyubfo%2BgTZNZ%2Fswk9ICYeDRcxKIR%2FC33nKQ7C5ypyBHAOKQ7KA7NJTugpUlOd3Ks6S1nIXfF%2BQKp%2B9DnWNfr1ZLFKTsUjrMroZOZDC74j6CmafgB514mw4QJMC9Sj4ppLhUbSjdHF490a2QeAYogFIGXUEyfljEPpXFOytH4x7X6YFUuL8dIhsLhek0DRzuA5wZlltduqLwfMrsOI9fUgR9UYe1NraQkmIeR2ruvgTkbAvkBdHxr3VrtYE5NslechOPhhT4UsdwRIJ0CtOOwUv0XCU2JoFTynYiT21x7P%2BDtRRReWbHTx4AxVmITCP7GazZxpIDEgLAm3wj21tCwiD7vMXaYd2SBV4J6h1MUzMkuk9ymL4gX5mc1MmKGOREZohc8k6mWb%2F3uK5HtOVWICHSwMH2MQoSXuO4nlCPDiIMqIpUQXRv8Vf1NGvNY1GaodYBnW3%2BZZXGtyDoxNIWfMMpVSfwbFNdjlX2fXwLHyWTbzXWFdGspbSV%2Fo%3D","","60 cm",""
"1604780411-204","https://www.mercadolibre.com.co/","Electrodomésticos","https://www.mercadolibre.com.co/c/electrodomesticos#c_id=/home/categories/element&c_category_id=MCO5726&c_uid=438b8e7c-25f0-4310-8091-df0485c30b43","Refrigera-ciónVer productos","https://listado.mercadolibre.com.co/electrodomesticos/refrigeracion/nuevo/_PriceRange_100000-0#deal_print_id=9ca91790-2136-11eb-8e75-0fe8c345e704","Nevera Ejecutiva De Una Puerta Cf_93s","https://articulo.mercadolibre.com.co/MCO-567899097-nevera-ejecutiva-de-una-puerta-cf93s-_JM#searchVariation=58697070576&position=56&type=item&tracking_id=c2043124-df17-4bdd-b460-e7b104e9c6ad","","","https://http2.mlstatic.com/nevera-ejecutiva-de-una-puerta-cf93s-D_NQ_NP_705212-MCO42484022074_072020-O.webp"
"1604780439-228","https://www.mercadolibre.com.co/","Electrodomésticos","https://www.mercadolibre.com.co/c/electrodomesticos#c_id=/home/categories/element&c_category_id=MCO5726&c_uid=438b8e7c-25f0-4310-8091-df0485c30b43","Refrigera-ciónVer productos","https://listado.mercadolibre.com.co/electrodomesticos/refrigeracion/nuevo/_PriceRange_100000-0#deal_print_id=9ca91790-2136-11eb-8e75-0fe8c345e704","Filtro De Agua Nevera Whirlpool Kitchenaid W10295370a P4rfwb","https://articulo.mercadolibre.com.co/MCO-538081594-filtro-de-agua-nevera-whirlpool-kitchenaid-w10295370a-p4rfwb-_JM#position=48&type=item&tracking_id=c2043124-df17-4bdd-b460-e7b104e9c6ad","","","https://http2.mlstatic.com/filtro-de-agua-nevera-whirlpool-kitchenaid-w10295370a-p4rfwb-D_NQ_NP_616239-MCO31094856432_062019-O.webp"
"1604780442-230","https://www.mercadolibre.com.co/","Electrodomésticos","https://www.mercadolibre.com.co/c/electrodomesticos#c_id=/home/categories/element&c_category_id=MCO5726&c_uid=438b8e7c-25f0-4310-8091-df0485c30b43","Refrigera-ciónVer productos","https://listado.mercadolibre.com.co/electrodomesticos/refrigeracion/nuevo/_PriceRange_100000-0#deal_print_id=9ca91790-2136-11eb-8e75-0fe8c345e704","Vertical Nevera Vertical Enfriadora Panorámica","https://articulo.mercadolibre.com.co/MCO-559970017-vertical-nevera-vertical-enfriadora-panoramica-_JM#position=47&type=item&tracking_id=c2043124-df17-4bdd-b460-e7b104e9c6ad","","","https://http2.mlstatic.com/vertical-nevera-vertical-enfriadora-panoramica-D_NQ_NP_997436-MCO32934876447_112019-O.webp"
"1604780594-363","https://www.mercadolibre.com.co/","Electrodomésticos","https://www.mercadolibre.com.co/c/electrodomesticos#c_id=/home/categories/element&c_category_id=MCO5726&c_uid=438b8e7c-25f0-4310-8091-df0485c30b43","Refrigera-ciónVer productos","https://listado.mercadolibre.com.co/electrodomesticos/refrigeracion/nuevo/_PriceRange_100000-0#deal_print_id=9ca91790-2136-11eb-8e75-0fe8c345e704","Nevera Challenger No Frost Quantium 312 - Ref Cr 312 / 232l","https://articulo.mercadolibre.com.co/MCO-499634974-nevera-challenger-no-frost-quantium-312-ref-cr-312-232l-_JM#position=6&type=item&tracking_id=c2043124-df17-4bdd-b460-e7b104e9c6ad","","Challenger",""
"1604780483-264","https://www.mercadolibre.com.co/","Electrodomésticos","https://www.mercadolibre.com.co/c/electrodomesticos#c_id=/home/categories/element&c_category_id=MCO5726&c_uid=438b8e7c-25f0-4310-8091-df0485c30b43","Refrigera-ciónVer productos","https://listado.mercadolibre.com.co/electrodomesticos/refrigeracion/nuevo/_PriceRange_100000-0#deal_print_id=9ca91790-2136-11eb-8e75-0fe8c345e704","Nevera Mini Refrigeradora De Bebidas Puerto Usb Portatil","https://articulo.mercadolibre.com.co/MCO-585396708-nevera-mini-refrigeradora-de-bebidas-puerto-usb-portatil-_JM#searchVariation=65032575441&position=36&type=item&tracking_id=c2043124-df17-4bdd-b460-e7b104e9c6ad","299.990","",""
"1604780562-337","https://www.mercadolibre.com.co/","Electrodomésticos","https://www.mercadolibre.com.co/c/electrodomesticos#c_id=/home/categories/element&c_category_id=MCO5726&c_uid=438b8e7c-25f0-4310-8091-df0485c30b43","Refrigera-ciónVer productos","https://listado.mercadolibre.com.co/electrodomesticos/refrigeracion/nuevo/_PriceRange_100000-0#deal_print_id=9ca91790-2136-11eb-8e75-0fe8c345e704","Nevera Challenger Frost Quantium 262 - Ref Cr 262 / 250l","https://articulo.mercadolibre.com.co/MCO-499634633-nevera-challenger-frost-quantium-262-ref-cr-262-250l-_JM#searchVariation=38991156511&position=15&type=item&tracking_id=c2043124-df17-4bdd-b460-e7b104e9c6ad","","Challenger",""
"1604780534-310","https://www.mercadolibre.com.co/","Electrodomésticos","https://www.mercadolibre.com.co/c/electrodomesticos#c_id=/home/categories/element&c_category_id=MCO5726&c_uid=438b8e7c-25f0-4310-8091-df0485c30b43","Refrigera-ciónVer productos","https://listado.mercadolibre.com.co/electrodomesticos/refrigeracion/nuevo/_PriceRange_100000-0#deal_print_id=9ca91790-2136-11eb-8e75-0fe8c345e704","Nevera Challenger Frost Negra 252b - Ref Cr 252 / 223 L","https://articulo.mercadolibre.com.co/MCO-499633663-nevera-challenger-frost-negra-252b-ref-cr-252-223-l-_JM#searchVariation=38988194816&position=23&type=item&tracking_id=c2043124-df17-4bdd-b460-e7b104e9c6ad","","","https://http2.mlstatic.com/nevera-challenger-frost-negra-252b-ref-cr-252-223-l-D_NQ_NP_945279-MCO43160753853_082020-O.webp"
"1604780573-345","https://www.mercadolibre.com.co/","Electrodomésticos","https://www.mercadolibre.com.co/c/electrodomesticos#c_id=/home/categories/element&c_category_id=MCO5726&c_uid=438b8e7c-25f0-4310-8091-df0485c30b43","Refrigera-ciónVer productos","https://listado.mercadolibre.com.co/electrodomesticos/refrigeracion/nuevo/_PriceRange_100000-0#deal_print_id=9ca91790-2136-11eb-8e75-0fe8c345e704","Nevera Challenger Quantium No Frost 372 - Ref Cr 372 / 270l","https://articulo.mercadolibre.com.co/MCO-499641151-nevera-challenger-quantium-no-frost-372-ref-cr-372-270l-_JM#position=12&type=item&tracking_id=c2043124-df17-4bdd-b460-e7b104e9c6ad","1.014.900","",""
"1604780498-279","https://www.mercadolibre.com.co/","Electrodomésticos","https://www.mercadolibre.com.co/c/electrodomesticos#c_id=/home/categories/element&c_category_id=MCO5726&c_uid=438b8e7c-25f0-4310-8091-df0485c30b43","Refrigera-ciónVer productos","https://listado.mercadolibre.com.co/electrodomesticos/refrigeracion/nuevo/_PriceRange_100000-0#deal_print_id=9ca91790-2136-11eb-8e75-0fe8c345e704","Nevera Himalaya 447 Litros Haceb - Panel Digital Touch -inox","https://articulo.mercadolibre.com.co/MCO-543771787-nevera-himalaya-447-litros-haceb-panel-digital-touch-inox-_JM#searchVariation=47134246852&position=32&type=item&tracking_id=c2043124-df17-4bdd-b460-e7b104e9c6ad","","Haceb",""
"1604780524-298","https://www.mercadolibre.com.co/","Electrodomésticos","https://www.mercadolibre.com.co/c/electrodomesticos#c_id=/home/categories/element&c_category_id=MCO5726&c_uid=438b8e7c-25f0-4310-8091-df0485c30b43","Refrigera-ciónVer productos","https://listado.mercadolibre.com.co/electrodomesticos/refrigeracion/nuevo/_PriceRange_100000-0#deal_print_id=9ca91790-2136-11eb-8e75-0fe8c345e704","Filtro De Agua Nevecon Samsung Haf-cin/exp Da29-00020b","https://articulo.mercadolibre.com.co/MCO-495683245-filtro-de-agua-nevecon-samsung-haf-cinexp-da29-00020b-_JM#position=26&type=item&tracking_id=c2043124-df17-4bdd-b460-e7b104e9c6ad","139.900","",""
"1604780548-324","https://www.mercadolibre.com.co/","Electrodomésticos","https://www.mercadolibre.com.co/c/electrodomesticos#c_id=/home/categories/element&c_category_id=MCO5726&c_uid=438b8e7c-25f0-4310-8091-df0485c30b43","Refrigera-ciónVer productos","https://listado.mercadolibre.com.co/electrodomesticos/refrigeracion/nuevo/_PriceRange_100000-0#deal_print_id=9ca91790-2136-11eb-8e75-0fe8c345e704","Filtro De Agua Nevera LG Premium  5231ja2002a Adq729109","https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=dI3s%2BxIcMosTu9bxwNQ8kNKBf8gSrSI4MnbU9L%2Bgf4RFTYp27kIt3kapwngaovkMi6PKT3jaznyssriCki6JPYOar%2FNda3DrJLBA9l6oHqfb5dbKl7XlJsFEx0lOocSV%2BsPulSkFPQpZONyzetJ%2FhzSsHDKe5S0UvwElHFy5kSHl4jLqBi%2FYcmu5yDvVHzfsrQwflvL76V6YyvYSrQ3Dy7C%2FC0Lc9FlOcpG0bQH%2BGUKfFG7wq%2BzcvLFfZdiS8TGBormJRG4FRAdztZ7GA5KwWER%2FfDeB2jrlfewoNc33%2BmY1WtDipip1VpYYVghBycVU7zdgNNel%2BMlQizrAkfDrYRxYRcfQht%2BfvDYszHRO9xemj4yCEOImCQzVhXHFQH4kWS8vKSFiOCHs2ZLCBXhBXiOABpqMeRv5n4KcAiQa8RBhUImjpc9hrQAJVo9MvHVN2hRQmjn7Uz1HBs6oV0a46GoRfEq0nKZFdQkP8y5gHJ9HRYU%2B6%2B8NPmPcraPmQ3WS%2FcqaOcsYthuuKxxlv8kF%2F%2F%2BwM4UhXlXNMij2MiYdL%2BTccxV%2B5HgMCYSUHn%2F%2F4%2BJElzTrJ6gRAKmpkSVkUduFXtMReKGlMnjccRQ%2FYzzplcQH34kKWek21fFw51JgyATso%2FW%2Fow3X%2FVtw55s8bFnDFXWgM3zU6kUBt5hGexmMYjmxg%2BdwJe9FxuAZVhtCzq8vZaMUQALBVOXMqda2HrnI28mUEcQwpyzBLN7HF16UNhix6h48LUOGuRO%2BIYvLMsdSqXItXn4RtfDZWx3p4bjO2ZcjbizlcehAEcy9iRqewTXwwwPyAwL8XEj%2FKMvwsONOj3A99KnkECibc6S4gk1ZgpixTO5vvmZplb5ub0aacn8Fp3vkRGccvrFv7z15DgoF4BRDQBj%2FDcUu%2FmsYPeH9BvR15Y8EHGBCTNIGyVat5PBJxVEi7mw7%2FExAkdQ%2B5ZanAEywryXIHPLx3wW8HgA8QchHiKcSrZN7db466dfwTsLdJ%2FlbZkgfDo2QFx%2FwbhGJbPDsL03MKhlFXs4znAxbWDwpcz0ieiCmAIBnp2Re%2FhUdTkrPQTo7lRM8QfO9XWSjU4X8AqYGlda%2BP3%2FSIhBLwmThJkymDob92Mtjs%2FetazKLncZ5BbcjEj111VtwGv7N8xkHSsn%2FXk%2BCgv9u510LXJFcAgMNRmeL1Nj1XIN9yEl3JiDH8bfr05trW4YIVru8gAS2bcCy770%2FeOwMyfSmMDfS9byD2VhqWryxbi6oZcxerbhjpuDS3mW%2BxgbAOIkWntxZdPrX6cSDhe47xalRfp5KcuYqtGgwVYeOVijxAJCEA7nzE7eIKFthu1WZ%2FnVSlUAcG34Xv3y%2FZWkxB0QemHC%2FjjuUZ6BPOh9%2FCDwhtQ9ogVegJXGl4tyBbQFV%2FMVo%2FYkwEThFxOvpkScCBbEgvxe8SuJCW45K2ffaoFY%2Fdrev%2FhivuBvQs9G3gwDafqZIosZ0bC6C%2BdiZkjQLUeBnVD%2FCj4sLtkIhJ2h146r%2BT%2FGClhEMhNwhcmlgx39Y6gzioxaOI2ipDodhiEGRZRaqBz%2Bg2YBILw5Dis6ffaCcdCtBUAqTbGKA%2BJ7fWfmi2tgxVYO5GZACEr4Fm2hV8TE5fdrf3xiPTz1po%2FGVtEddGYT8AIX0PCVRPTyULpklgU3Xx1PYv26uo3p%2BE8W14XigK4tN91JdoNZOXQl7kd20hUGMLmkKYvJ5biZP0vDo4fZe50IQXjePyVyRHubFC%2BBE2eC2TM0ajxO0CXqcrqh2mPPg0BFNaNHNerWd4jIeneR%2BFCqxgjz0jw6eQvaR5%2FTmMUorf0300TiTbfCD","","","https://http2.mlstatic.com/filtro-de-agua-nevera-lg-premium-5231ja2002a-adq729109-D_NQ_NP_835611-MCO31107180691_062019-O.webp"
"1604780469-252","https://www.mercadolibre.com.co/","Electrodomésticos","https://www.mercadolibre.com.co/c/electrodomesticos#c_id=/home/categories/element&c_category_id=MCO5726&c_uid=438b8e7c-25f0-4310-8091-df0485c30b43","Refrigera-ciónVer productos","https://listado.mercadolibre.com.co/electrodomesticos/refrigeracion/nuevo/_PriceRange_100000-0#deal_print_id=9ca91790-2136-11eb-8e75-0fe8c345e704","Nevera Mini Cooluli 4 Litros Entrega Inmediata . Nueva","https://articulo.mercadolibre.com.co/MCO-570300054-nevera-mini-cooluli-4-litros-entrega-inmediata-nueva-_JM#searchVariation=59792422148&position=40&type=item&tracking_id=c2043124-df17-4bdd-b460-e7b104e9c6ad","349.900","",""
"1604780432-221","https://www.mercadolibre.com.co/","Electrodomésticos","https://www.mercadolibre.com.co/c/electrodomesticos#c_id=/home/categories/element&c_category_id=MCO5726&c_uid=438b8e7c-25f0-4310-8091-df0485c30b43","Refrigera-ciónVer productos","https://listado.mercadolibre.com.co/electrodomesticos/refrigeracion/nuevo/_PriceRange_100000-0#deal_print_id=9ca91790-2136-11eb-8e75-0fe8c345e704","Filtro Interno Samsung Original","https://articulo.mercadolibre.com.co/MCO-583628622-filtro-interno-samsung-original-_JM#position=50&type=item&tracking_id=c2043124-df17-4bdd-b460-e7b104e9c6ad","","Samsung",""
"1604780466-250","https://www.mercadolibre.com.co/","Electrodomésticos","https://www.mercadolibre.com.co/c/electrodomesticos#c_id=/home/categories/element&c_category_id=MCO5726&c_uid=438b8e7c-25f0-4310-8091-df0485c30b43","Refrigera-ciónVer productos","https://listado.mercadolibre.com.co/electrodomesticos/refrigeracion/nuevo/_PriceRange_100000-0#deal_print_id=9ca91790-2136-11eb-8e75-0fe8c345e704","Nevera Mabe No Frost De 230lts Grafito - Rma230fjcg","https://articulo.mercadolibre.com.co/MCO-504851314-nevera-mabe-no-frost-de-230lts-grafito-rma230fjcg-_JM#position=41&type=item&tracking_id=c2043124-df17-4bdd-b460-e7b104e9c6ad","","Mabe",""
